Sample ID,Commod,Pesticide Code,Pesticide Name,Test Class,Concentration,LOD,pp_,Confirm 1,Confirm 2,Annotate,Quantitate,Mean,Extract,Determ,EPA Tolerance (ppm),State,Year,Month,day,,,
NE0904065506WGMN1,WG,ACG,Metolachlor ethanesulfonic acid (ESA),A,1970,3,T,LU,,,,O,999,52,,NE,9,4,6,5506,WG,MN1
NE0904065506WGMN1,WG,ABP,Alachlor ethanesulfonic acid (ESA),A,753,12.5,T,LU,,,,O,999,52,,NE,9,4,6,5506,WG,MN1
NE0904065506WGMN1,WG,784,Desethyl-desisopropyl atrazine,R,550,15,T,LU,,,,O,999,52,,NE,9,4,6,5506,WG,MN1
NE0904065506WGMN1,WG,964,Desethyl atrazine,R,155,10,T,M,,,,O,999,7,,NE,9,4,6,5506,WG,MN1
NE0904065506WGMN1,WG,ABN,Acetochlor ethanesulfonic acid (ESA),A,113,9,T,LU,,,,O,999,52,,NE,9,4,6,5506,WG,MN1
NE0904065506WGMN1,WG,785,Desisopropyl atrazine,R,83,50,T,M,,Q,,O,999,7,,NE,9,4,6,5506,WG,MN1
NE0904065506WGMN1,WG,ACH,Metolachlor oxanilic acid (OA),A,68.8,3,T,LU,,,,O,999,52,,NE,9,4,6,5506,WG,MN1
NE0904065507WGMN1,WG,ACH,Metolachlor oxanilic acid (OA),A,21.7,3,T,LU,,,,O,999,52,,NE,9,4,6,5507,WG,MN1
NE0904065507WGMN1,WG,ABP,Alachlor ethanesulfonic acid (ESA),A,20.8,12.5,T,LU,,Q,,O,999,52,,NE,9,4,6,5507,WG,MN1
NE0904065508WGMN1,WG,ACH,Metolachlor oxanilic acid (OA),A,14.1,3,T,LU,,,,O,999,52,,NE,9,4,6,5508,WG,MN1
NE0904065508WGMN1,WG,ABP,Alachlor ethanesulfonic acid (ESA),A,770,12.5,T,LU,,,,O,999,52,,NE,9,4,6,5508,WG,MN1
NE0904065508WGMN1,WG,ACG,Metolachlor ethanesulfonic acid (ESA),A,736,3,T,LU,,,,O,999,52,,NE,9,4,6,5508,WG,MN1
NE0904065508WGMN1,WG,784,Desethyl-desisopropyl atrazine,R,285,15,T,LU,,,,O,999,52,,NE,9,4,6,5508,WG,MN1
NE0904065508WGMN1,WG,964,Desethyl atrazine,R,272,10,T,M,,,,O,999,7,,NE,9,4,6,5508,WG,MN1
NE0904065508WGMN1,WG,785,Desisopropyl atrazine,R,83,50,T,M,,Q,,O,999,7,,NE,9,4,6,5508,WG,MN1
NE0904065508WGMN1,WG,ABN,Acetochlor ethanesulfonic acid (ESA),A,64.8,9,T,LU,,,,O,999,52,,NE,9,4,6,5508,WG,MN1
NE0904065509WGMN1,WG,AED,Hydroxy atrazine,R,50.8,2,T,LU,,,,O,999,52,,NE,9,4,6,5509,WG,MN1
NE0904065509WGMN1,WG,ABQ,Alachlor oxanilic acid (OA),A,17,10,T,LU,,Q,,O,999,52,,NE,9,4,6,5509,WG,MN1
NE0904065509WGMN1,WG,ACG,Metolachlor ethanesulfonic acid (ESA),A,1070,3,T,LU,,,,O,999,52,,NE,9,4,6,5509,WG,MN1
NE0904065509WGMN1,WG,ABP,Alachlor ethanesulfonic acid (ESA),A,226,12.5,T,LU,,,,O,999,52,,NE,9,4,6,5509,WG,MN1
NE0904065510WGMN1,WG,ACH,Metolachlor oxanilic acid (OA),A,21.7,3,T,LU,,,,O,999,52,,NE,9,4,6,5510,WG,MN1
NE0904065510WGMN1,WG,ABO,Acetochlor oxanilic acid (OA),A,17,10,T,LU,,Q,,O,999,52,,NE,9,4,6,5510,WG,MN1
NE0904065510WGMN1,WG,AED,Hydroxy atrazine,R,9.98,2,T,LU,,,,O,999,52,,NE,9,4,6,5510,WG,MN1
NE0904065510WGMN1,WG,ACG,Metolachlor ethanesulfonic acid (ESA),A,1060,3,T,LU,,,,O,999,52,,NE,9,4,6,5510,WG,MN1
NE0904065510WGMN1,WG,ABN,Acetochlor ethanesulfonic acid (ESA),A,600,9,T,LU,,,,O,999,52,,NE,9,4,6,5510,WG,MN1
NE0904065510WGMN1,WG,ABP,Alachlor ethanesulfonic acid (ESA),A,263,12.5,T,LU,,,,O,999,52,,NE,9,4,6,5510,WG,MN1
NE0904065510WGMN1,WG,964,Desethyl atrazine,R,200,10,T,M,,,,O,999,7,,NE,9,4,6,5510,WG,MN1
NE0904065510WGMN1,WG,784,Desethyl-desisopropyl atrazine,R,196,15,T,LU,,,,O,999,52,,NE,9,4,6,5510,WG,MN1
NE0904065510WGMN1,WG,305,Atrazine,R,105,10,T,M,,,,O,999,7,,NE,9,4,6,5510,WG,MN1
NE0904065511WGMN1,WG,ACG,Metolachlor ethanesulfonic acid (ESA),A,5,3,T,LU,,Q,,O,999,52,,NE,9,4,6,5511,WG,MN1
NE0904065512WGMN1,WG,ABP,Alachlor ethanesulfonic acid (ESA),A,109,12.5,T,LU,,,,O,999,52,,NE,9,4,6,5512,WG,MN1
NE0904065512WGMN1,WG,964,Desethyl atrazine,R,59.1,10,T,M,,,,O,999,7,,NE,9,4,6,5512,WG,MN1
NE0904065512WGMN1,WG,AFB,Dimethenamid ethanesulfonic acid (ESA),F,3,2,T,LU,,Q,,O,999,52,,NE,9,4,6,5512,WG,MN1
NE0904065512WGMN1,WG,ACG,Metolachlor ethanesulfonic acid (ESA),A,2300,3,T,LU,,,,O,999,52,,NE,9,4,6,5512,WG,MN1
NE0904065513WGMN1,WG,AED,Hydroxy atrazine,R,28.7,2,T,LU,,,,O,999,52,,NE,9,4,6,5513,WG,MN1
NE0904065513WGMN1,WG,ABQ,Alachlor oxanilic acid (OA),A,17,10,T,LU,,Q,,O,999,52,,NE,9,4,6,5513,WG,MN1
NE0904065513WGMN1,WG,ACG,Metolachlor ethanesulfonic acid (ESA),A,1640,3,T,LU,,,,O,999,52,,NE,9,4,6,5513,WG,MN1
NE0904065513WGMN1,WG,ACH,Metolachlor oxanilic acid (OA),A,548,3,T,LU,,,,O,999,52,,NE,9,4,6,5513,WG,MN1
NE0904065514WGMN1,WG,785,Desisopropyl atrazine,R,83,50,T,M,,Q,,O,999,7,,NE,9,4,6,5514,WG,MN1
NE0904065514WGMN1,WG,ACH,Metolachlor oxanilic acid (OA),A,42,3,T,LU,,,,O,999,52,,NE,9,4,6,5514,WG,MN1
NE0904065514WGMN1,WG,AED,Hydroxy atrazine,R,3,2,T,LU,,Q,,O,999,52,,NE,9,4,6,5514,WG,MN1
NE0904065514WGMN1,WG,ACG,Metolachlor ethanesulfonic acid (ESA),A,986,3,T,LU,,,,O,999,52,,NE,9,4,6,5514,WG,MN1
NE0904065514WGMN1,WG,964,Desethyl atrazine,R,464,10,T,M,,,,O,999,7,,NE,9,4,6,5514,WG,MN1
NE0904065514WGMN1,WG,784,Desethyl-desisopropyl atrazine,R,382,15,T,LU,,,,O,999,52,,NE,9,4,6,5514,WG,MN1
NE0904065514WGMN1,WG,ABP,Alachlor ethanesulfonic acid (ESA),A,218,12.5,T,LU,,,,O,999,52,,NE,9,4,6,5514,WG,MN1
NE0904065514WGMN1,WG,ABN,Acetochlor ethanesulfonic acid (ESA),A,110,9,T,LU,,,,O,999,52,,NE,9,4,6,5514,WG,MN1
NE0904135515WGMN1,WG,ABP,Alachlor ethanesulfonic acid (ESA),A,68.6,12.5,T,LU,,,,O,999,52,,NE,9,4,13,5515,WG,MN1
NE0904135515WGMN1,WG,964,Desethyl atrazine,R,17,10,T,M,,Q,,O,999,7,,NE,9,4,13,5515,WG,MN1
NE0904135515WGMN1,WG,305,Atrazine,R,17,10,T,M,,Q,,O,999,7,,NE,9,4,13,5515,WG,MN1
NE0904135515WGMN1,WG,ACG,Metolachlor ethanesulfonic acid (ESA),A,5,3,T,LU,,Q,,O,999,52,,NE,9,4,13,5515,WG,MN1
NE0904135516WGMN1,WG,964,Desethyl atrazine,R,17,10,T,M,,Q,,O,999,7,,NE,9,4,13,5516,WG,MN1
NE0904135516WGMN1,WG,AED,Hydroxy atrazine,R,7.37,2,T,LU,,,,O,999,52,,NE,9,4,13,5516,WG,MN1
NE0904135516WGMN1,WG,ACG,Metolachlor ethanesulfonic acid (ESA),A,2430,3,T,LU,,,,O,999,52,,NE,9,4,13,5516,WG,MN1
NE0904135516WGMN1,WG,ABP,Alachlor ethanesulfonic acid (ESA),A,759,12.5,T,LU,,,,O,999,52,,NE,9,4,13,5516,WG,MN1
NE0904135516WGMN1,WG,ACH,Metolachlor oxanilic acid (OA),A,38.6,3,T,LU,,,,O,999,52,,NE,9,4,13,5516,WG,MN1
NE0904135517WGMN1,WG,26,"2,4-D",G,4.2,2.5,T,LU,,Q,,O,999,52,,NE,9,4,13,5517,WG,MN1
NE0904135517WGMN1,WG,ACD,Imazethapyr,J,3,2,T,LU,,Q,,O,999,52,,NE,9,4,13,5517,WG,MN1
NE0904135517WGMN1,WG,ACG,Metolachlor ethanesulfonic acid (ESA),A,1920,3,T,LU,,,,O,999,52,,NE,9,4,13,5517,WG,MN1
NE0904135517WGMN1,WG,ACH,Metolachlor oxanilic acid (OA),A,1830,3,T,LU,,,,O,999,52,,NE,9,4,13,5517,WG,MN1
NE0904135518WGMN1,WG,ACH,Metolachlor oxanilic acid (OA),A,164,3,T,LU,,,,O,999,52,,NE,9,4,13,5518,WG,MN1
NE0904135518WGMN1,WG,964,Desethyl atrazine,R,75.2,10,T,M,,,,O,999,7,,NE,9,4,13,5518,WG,MN1
NE0904135518WGMN1,WG,784,Desethyl-desisopropyl atrazine,R,25,15,T,LU,,Q,,O,999,52,,NE,9,4,13,5518,WG,MN1
NE0904135518WGMN1,WG,ABQ,Alachlor oxanilic acid (OA),A,17,10,T,LU,,Q,,O,999,52,,NE,9,4,13,5518,WG,MN1
NE0904135518WGMN1,WG,305,Atrazine,R,17,10,T,M,,Q,,O,999,7,,NE,9,4,13,5518,WG,MN1
NE0904135518WGMN1,WG,ABN,Acetochlor ethanesulfonic acid (ESA),A,15,9,T,LU,,Q,,O,999,52,,NE,9,4,13,5518,WG,MN1
NE0904135518WGMN1,WG,AED,Hydroxy atrazine,R,10.8,2,T,LU,,,,O,999,52,,NE,9,4,13,5518,WG,MN1
NE0904135518WGMN1,WG,ACG,Metolachlor ethanesulfonic acid (ESA),A,1820,3,T,LU,,,,O,999,52,,NE,9,4,13,5518,WG,MN1
NE0904135519WGMN1,WG,ABP,Alachlor ethanesulfonic acid (ESA),A,20.8,12.5,T,LU,,Q,,O,999,52,,NE,9,4,13,5519,WG,MN1
NE0904135519WGMN1,WG,AED,Hydroxy atrazine,R,3,2,T,LU,,Q,,O,999,52,,NE,9,4,13,5519,WG,MN1
NE0904135519WGMN1,WG,ACG,Metolachlor ethanesulfonic acid (ESA),A,193,3,T,LU,,,,O,999,52,,NE,9,4,13,5519,WG,MN1
NE0904135520WGMN1,WG,ABP,Alachlor ethanesulfonic acid (ESA),A,67.8,12.5,T,LU,,,,O,999,52,,NE,9,4,13,5520,WG,MN1
NE0904135520WGMN1,WG,ACH,Metolachlor oxanilic acid (OA),A,24.9,3,T,LU,,,,O,999,52,,NE,9,4,13,5520,WG,MN1
NE0904135520WGMN1,WG,ABN,Acetochlor ethanesulfonic acid (ESA),A,15,9,T,LU,,Q,,O,999,52,,NE,9,4,13,5520,WG,MN1
NE0904135520WGMN1,WG,AED,Hydroxy atrazine,R,3,2,T,LU,,Q,,O,999,52,,NE,9,4,13,5520,WG,MN1
NE0904135520WGMN1,WG,ACG,Metolachlor ethanesulfonic acid (ESA),A,1860,3,T,LU,,,,O,999,52,,NE,9,4,13,5520,WG,MN1
NE0904135520WGMN1,WG,784,Desethyl-desisopropyl atrazine,R,335,15,T,LU,,,,O,999,52,,NE,9,4,13,5520,WG,MN1
NE0904135520WGMN1,WG,964,Desethyl atrazine,R,108,10,T,M,,,,O,999,7,,NE,9,4,13,5520,WG,MN1
NE0904135521WGMN1,WG,784,Desethyl-desisopropyl atrazine,R,140,15,T,LU,,,,O,999,52,,NE,9,4,13,5521,WG,MN1
NE0904135521WGMN1,WG,ACH,Metolachlor oxanilic acid (OA),A,99.2,3,T,LU,,,,O,999,52,,NE,9,4,13,5521,WG,MN1
NE0904135521WGMN1,WG,AED,Hydroxy atrazine,R,3,2,T,LU,,Q,,O,999,52,,NE,9,4,13,5521,WG,MN1
NE0904135521WGMN1,WG,ACG,Metolachlor ethanesulfonic acid (ESA),A,3480,3,T,LU,,,,O,999,52,,NE,9,4,13,5521,WG,MN1
NE0904135521WGMN1,WG,964,Desethyl atrazine,R,388,10,T,M,,,,O,999,7,,NE,9,4,13,5521,WG,MN1
NE0904135521WGMN1,WG,ABP,Alachlor ethanesulfonic acid (ESA),A,357,12.5,T,LU,,,,O,999,52,,NE,9,4,13,5521,WG,MN1
NE0904135523WGMN1,WG,ABQ,Alachlor oxanilic acid (OA),A,17,10,T,LU,,Q,,O,999,52,,NE,9,4,13,5523,WG,MN1
NE0904135523WGMN1,WG,305,Atrazine,R,17,10,T,M,,Q,,O,999,7,,NE,9,4,13,5523,WG,MN1
NE0904135523WGMN1,WG,AFB,Dimethenamid ethanesulfonic acid (ESA),F,3,2,T,LU,,Q,,O,999,52,,NE,9,4,13,5523,WG,MN1
NE0904135523WGMN1,WG,AED,Hydroxy atrazine,R,3,2,T,LU,,Q,,O,999,52,,NE,9,4,13,5523,WG,MN1
NE0904135523WGMN1,WG,ACG,Metolachlor ethanesulfonic acid (ESA),A,534,3,T,LU,,,,O,999,52,,NE,9,4,13,5523,WG,MN1
NE0904135523WGMN1,WG,ABP,Alachlor ethanesulfonic acid (ESA),A,178,12.5,T,LU,,,,O,999,52,,NE,9,4,13,5523,WG,MN1
NE0904135523WGMN1,WG,784,Desethyl-desisopropyl atrazine,R,151,15,T,LU,,,,O,999,52,,NE,9,4,13,5523,WG,MN1
NE0904135523WGMN1,WG,964,Desethyl atrazine,R,67.1,10,T,M,,,,O,999,7,,NE,9,4,13,5523,WG,MN1
NE0904135524WGMN1,WG,ACG,Metolachlor ethanesulfonic acid (ESA),A,10600,3,T,LU,,,,O,999,52,,NE,9,4,13,5524,WG,MN1
NE0904135524WGMN1,WG,ACH,Metolachlor oxanilic acid (OA),A,1010,3,T,LU,,,,O,999,52,,NE,9,4,13,5524,WG,MN1
NE0904135524WGMN1,WG,964,Desethyl atrazine,R,703,10,T,M,,,,O,999,7,,NE,9,4,13,5524,WG,MN1
NE0904135524WGMN1,WG,784,Desethyl-desisopropyl atrazine,R,412,15,T,LU,,,,O,999,52,,NE,9,4,13,5524,WG,MN1
NE0904135524WGMN1,WG,ABP,Alachlor ethanesulfonic acid (ESA),A,334,12.5,T,LU,,,,O,999,52,,NE,9,4,13,5524,WG,MN1
NE0904135524WGMN1,WG,283,Metolachlor,A,288,15,T,M,,,,O,999,7,,NE,9,4,13,5524,WG,MN1
NE0904135524WGMN1,WG,305,Atrazine,R,122,10,T,M,,,,O,999,7,,NE,9,4,13,5524,WG,MN1
NE0904135524WGMN1,WG,785,Desisopropyl atrazine,R,83,50,T,M,,Q,,O,999,7,,NE,9,4,13,5524,WG,MN1
NE0904135525WGMN1,WG,ABP,Alachlor ethanesulfonic acid (ESA),A,135,12.5,T,LU,,,,O,999,52,,NE,9,4,13,5525,WG,MN1
NE0904135525WGMN1,WG,ABN,Acetochlor ethanesulfonic acid (ESA),A,134,9,T,LU,,,,O,999,52,,NE,9,4,13,5525,WG,MN1
NE0904135525WGMN1,WG,ABO,Acetochlor oxanilic acid (OA),A,63.9,10,T,LU,,,,O,999,52,,NE,9,4,13,5525,WG,MN1
NE0904135525WGMN1,WG,AED,Hydroxy atrazine,R,36.2,2,T,LU,,,,O,999,52,,NE,9,4,13,5525,WG,MN1
NE0904135525WGMN1,WG,964,Desethyl atrazine,R,17,10,T,M,,Q,,O,999,7,,NE,9,4,13,5525,WG,MN1
NE0904135525WGMN1,WG,ACG,Metolachlor ethanesulfonic acid (ESA),A,2370,3,T,LU,,,,O,999,52,,NE,9,4,13,5525,WG,MN1
NE0904135526WGMN1,WG,305,Atrazine,R,128,10,T,M,,,,O,999,7,,NE,9,4,13,5526,WG,MN1
NE0904135526WGMN1,WG,785,Desisopropyl atrazine,R,83,50,T,M,,Q,,O,999,7,,NE,9,4,13,5526,WG,MN1
NE0904135526WGMN1,WG,AED,Hydroxy atrazine,R,10.7,2,T,LU,,,,O,999,52,,NE,9,4,13,5526,WG,MN1
NE0904135526WGMN1,WG,ACH,Metolachlor oxanilic acid (OA),A,5,3,T,LU,,Q,,O,999,52,,NE,9,4,13,5526,WG,MN1
NE0904135526WGMN1,WG,ACG,Metolachlor ethanesulfonic acid (ESA),A,850,3,T,LU,,,,O,999,52,,NE,9,4,13,5526,WG,MN1
NE0904135526WGMN1,WG,964,Desethyl atrazine,R,577,10,T,M,,,,O,999,7,,NE,9,4,13,5526,WG,MN1
NE0904135526WGMN1,WG,784,Desethyl-desisopropyl atrazine,R,572,15,T,LU,,,,O,999,52,,NE,9,4,13,5526,WG,MN1
NE0904135527WGMN1,WG,ACG,Metolachlor ethanesulfonic acid (ESA),A,290,3,T,LU,,,,O,999,52,,NE,9,4,13,5527,WG,MN1
NE0904135527WGMN1,WG,ACH,Metolachlor oxanilic acid (OA),A,115,3,T,LU,,,,O,999,52,,NE,9,4,13,5527,WG,MN1
NE0904135527WGMN1,WG,ABQ,Alachlor oxanilic acid (OA),A,108,10,T,LU,,,,O,999,52,,NE,9,4,13,5527,WG,MN1
NE0904135528WGMN1,WG,964,Desethyl atrazine,R,78.2,10,T,M,,,,O,999,7,,NE,9,4,13,5528,WG,MN1
NE0904135528WGMN1,WG,305,Atrazine,R,70.3,10,T,M,,,,O,999,7,,NE,9,4,13,5528,WG,MN1
NE0904135528WGMN1,WG,AED,Hydroxy atrazine,R,28.7,2,T,LU,,,,O,999,52,,NE,9,4,13,5528,WG,MN1
NE0904135528WGMN1,WG,ABP,Alachlor ethanesulfonic acid (ESA),A,20.8,12.5,T,LU,,Q,,O,999,52,,NE,9,4,13,5528,WG,MN1
NE0904135528WGMN1,WG,ACH,Metolachlor oxanilic acid (OA),A,11.5,3,T,LU,,,,O,999,52,,NE,9,4,13,5528,WG,MN1
NE0904135529WGMN1,WG,ACH,Metolachlor oxanilic acid (OA),A,21.5,3,T,LU,,,,O,999,52,,NE,9,4,13,5529,WG,MN1
NE0904135529WGMN1,WG,ABQ,Alachlor oxanilic acid (OA),A,17,10,T,LU,,Q,,O,999,52,,NE,9,4,13,5529,WG,MN1
NE0904135529WGMN1,WG,ACG,Metolachlor ethanesulfonic acid (ESA),A,351,3,T,LU,,,,O,999,52,,NE,9,4,13,5529,WG,MN1
NE0904135530WGMN1,WG,ABP,Alachlor ethanesulfonic acid (ESA),A,649,12.5,T,LU,,,,O,999,52,,NE,9,4,13,5530,WG,MN1
NE0904135530WGMN1,WG,784,Desethyl-desisopropyl atrazine,R,370,15,T,LU,,,,O,999,52,,NE,9,4,13,5530,WG,MN1
NE0904135530WGMN1,WG,964,Desethyl atrazine,R,90.2,10,T,M,,,,O,999,7,,NE,9,4,13,5530,WG,MN1
NE0904135530WGMN1,WG,ABN,Acetochlor ethanesulfonic acid (ESA),A,15,9,T,LU,,Q,,O,999,52,,NE,9,4,13,5530,WG,MN1
NE0904135530WGMN1,WG,ACH,Metolachlor oxanilic acid (OA),A,12.9,3,T,LU,,,,O,999,52,,NE,9,4,13,5530,WG,MN1
NE0904135530WGMN1,WG,AED,Hydroxy atrazine,R,3,2,T,LU,,Q,,O,999,52,,NE,9,4,13,5530,WG,MN1
NE0904135531WGMN1,WG,305,Atrazine,R,17,10,T,M,,Q,,O,999,7,,NE,9,4,13,5531,WG,MN1
NE0904135531WGMN1,WG,AFB,Dimethenamid ethanesulfonic acid (ESA),F,3,2,T,LU,,Q,,O,999,52,,NE,9,4,13,5531,WG,MN1
NE0904135531WGMN1,WG,AED,Hydroxy atrazine,R,3,2,T,LU,,Q,,O,999,52,,NE,9,4,13,5531,WG,MN1
NE0904135531WGMN1,WG,ACG,Metolachlor ethanesulfonic acid (ESA),A,1790,3,T,LU,,,,O,999,52,,NE,9,4,13,5531,WG,MN1
NE0904135531WGMN1,WG,ABP,Alachlor ethanesulfonic acid (ESA),A,323,12.5,T,LU,,,,O,999,52,,NE,9,4,13,5531,WG,MN1
NE0904135531WGMN1,WG,ABN,Acetochlor ethanesulfonic acid (ESA),A,268,9,T,LU,,,,O,999,52,,NE,9,4,13,5531,WG,MN1
NE0904135531WGMN1,WG,784,Desethyl-desisopropyl atrazine,R,146,15,T,LU,,,,O,999,52,,NE,9,4,13,5531,WG,MN1
NE0904135531WGMN1,WG,964,Desethyl atrazine,R,118,10,T,M,,,,O,999,7,,NE,9,4,13,5531,WG,MN1
NE0904135531WGMN1,WG,ACH,Metolachlor oxanilic acid (OA),A,34,3,T,LU,,,,O,999,52,,NE,9,4,13,5531,WG,MN1
NE0904135532WGMN1,WG,ABQ,Alachlor oxanilic acid (OA),A,17,10,T,LU,,Q,,O,999,52,,NE,9,4,13,5532,WG,MN1
NE0904135532WGMN1,WG,ABN,Acetochlor ethanesulfonic acid (ESA),A,15,9,T,LU,,Q,,O,999,52,,NE,9,4,13,5532,WG,MN1
NE0904135532WGMN1,WG,ACG,Metolachlor ethanesulfonic acid (ESA),A,1740,3,T,LU,,,,O,999,52,,NE,9,4,13,5532,WG,MN1
NE0904135532WGMN1,WG,964,Desethyl atrazine,R,695,10,T,M,,,,O,999,7,,NE,9,4,13,5532,WG,MN1
NE0904135532WGMN1,WG,784,Desethyl-desisopropyl atrazine,R,487,15,T,LU,,,,O,999,52,,NE,9,4,13,5532,WG,MN1
NE0904135532WGMN1,WG,ABP,Alachlor ethanesulfonic acid (ESA),A,451,12.5,T,LU,,,,O,999,52,,NE,9,4,13,5532,WG,MN1
NE0904135532WGMN1,WG,ACH,Metolachlor oxanilic acid (OA),A,156,3,T,LU,,,,O,999,52,,NE,9,4,13,5532,WG,MN1
NE0904135532WGMN1,WG,305,Atrazine,R,134,10,T,M,,,,O,999,7,,NE,9,4,13,5532,WG,MN1
NE0904135532WGMN1,WG,785,Desisopropyl atrazine,R,83,50,T,M,,Q,,O,999,7,,NE,9,4,13,5532,WG,MN1
NE0904135533WGMN1,WG,ABN,Acetochlor ethanesulfonic acid (ESA),A,15,9,T,LU,,Q,,O,999,52,,NE,9,4,13,5533,WG,MN1
NE0904135533WGMN1,WG,AED,Hydroxy atrazine,R,11.3,2,T,LU,,,,O,999,52,,NE,9,4,13,5533,WG,MN1
NE0904135533WGMN1,WG,ACG,Metolachlor ethanesulfonic acid (ESA),A,7980,3,T,LU,,,,O,999,52,,NE,9,4,13,5533,WG,MN1
NE0904135533WGMN1,WG,ABP,Alachlor ethanesulfonic acid (ESA),A,1020,12.5,T,LU,,,,O,999,52,,NE,9,4,13,5533,WG,MN1
NE0904135533WGMN1,WG,964,Desethyl atrazine,R,414,10,T,M,,,,O,999,7,,NE,9,4,13,5533,WG,MN1
NE0904135533WGMN1,WG,784,Desethyl-desisopropyl atrazine,R,324,15,T,LU,,,,O,999,52,,NE,9,4,13,5533,WG,MN1
NE0904135533WGMN1,WG,ACH,Metolachlor oxanilic acid (OA),A,252,3,T,LU,,,,O,999,52,,NE,9,4,13,5533,WG,MN1
NE0904135533WGMN1,WG,305,Atrazine,R,79.4,10,T,M,,,,O,999,7,,NE,9,4,13,5533,WG,MN1
NE0904135534WGMN1,WG,ABN,Acetochlor ethanesulfonic acid (ESA),A,15,9,T,LU,,Q,,O,999,52,,NE,9,4,13,5534,WG,MN1
NE0904135534WGMN1,WG,AED,Hydroxy atrazine,R,3,2,T,LU,,Q,,O,999,52,,NE,9,4,13,5534,WG,MN1
NE0904135534WGMN1,WG,ACG,Metolachlor ethanesulfonic acid (ESA),A,8020,3,T,LU,,,,O,999,52,,NE,9,4,13,5534,WG,MN1
NE0904135534WGMN1,WG,ACH,Metolachlor oxanilic acid (OA),A,464,3,T,LU,,,,O,999,52,,NE,9,4,13,5534,WG,MN1
NE0904135534WGMN1,WG,964,Desethyl atrazine,R,323,10,T,M,,,,O,999,7,,NE,9,4,13,5534,WG,MN1
NE0904135534WGMN1,WG,784,Desethyl-desisopropyl atrazine,R,131,15,T,LU,,,,O,999,52,,NE,9,4,13,5534,WG,MN1
NE0904135534WGMN1,WG,ABP,Alachlor ethanesulfonic acid (ESA),A,92.4,12.5,T,LU,,,,O,999,52,,NE,9,4,13,5534,WG,MN1
NE0904205535WGMN1,WG,ACH,Metolachlor oxanilic acid (OA),A,23.9,3,T,LU,,,,O,999,52,,NE,9,4,20,5535,WG,MN1
NE0904205535WGMN1,WG,305,Atrazine,R,17,10,T,M,,Q,,O,999,7,,NE,9,4,20,5535,WG,MN1
NE0904205535WGMN1,WG,ACG,Metolachlor ethanesulfonic acid (ESA),A,2190,3,T,LU,,,,O,999,52,,NE,9,4,20,5535,WG,MN1
NE0904205535WGMN1,WG,964,Desethyl atrazine,R,176,10,T,M,,,,O,999,7,,NE,9,4,20,5535,WG,MN1
NE0904205535WGMN1,WG,ABP,Alachlor ethanesulfonic acid (ESA),A,146,12.5,T,LU,,,,O,999,52,,NE,9,4,20,5535,WG,MN1
NE0904205537WGMN1,WG,ABP,Alachlor ethanesulfonic acid (ESA),A,181,12.5,T,LU,,,,O,999,52,,NE,9,4,20,5537,WG,MN1
NE0904205537WGMN1,WG,785,Desisopropyl atrazine,R,83,50,T,M,,Q,,O,999,7,,NE,9,4,20,5537,WG,MN1
NE0904205537WGMN1,WG,305,Atrazine,R,17,10,T,M,,Q,,O,999,7,,NE,9,4,20,5537,WG,MN1
NE0904205537WGMN1,WG,ACH,Metolachlor oxanilic acid (OA),A,5,3,T,LU,,Q,,O,999,52,,NE,9,4,20,5537,WG,MN1
NE0904205537WGMN1,WG,AED,Hydroxy atrazine,R,3,2,T,LU,,Q,,O,999,52,,NE,9,4,20,5537,WG,MN1
NE0904205537WGMN1,WG,ACG,Metolachlor ethanesulfonic acid (ESA),A,3280,3,T,LU,,,,O,999,52,,NE,9,4,20,5537,WG,MN1
NE0904205537WGMN1,WG,784,Desethyl-desisopropyl atrazine,R,539,15,T,LU,,,,O,999,52,,NE,9,4,20,5537,WG,MN1
NE0904205538WGMN1,WG,ABN,Acetochlor ethanesulfonic acid (ESA),A,15,9,T,LU,,Q,,O,999,52,,NE,9,4,20,5538,WG,MN1
NE0904205538WGMN1,WG,AED,Hydroxy atrazine,R,3,2,T,LU,,Q,,O,999,52,,NE,9,4,20,5538,WG,MN1
NE0904205538WGMN1,WG,964,Desethyl atrazine,R,667,10,T,M,,,,O,999,7,,NE,9,4,20,5538,WG,MN1
NE0904205538WGMN1,WG,ACG,Metolachlor ethanesulfonic acid (ESA),A,358,3,T,LU,,,,O,999,52,,NE,9,4,20,5538,WG,MN1
NE0904205538WGMN1,WG,784,Desethyl-desisopropyl atrazine,R,216,15,T,LU,,,,O,999,52,,NE,9,4,20,5538,WG,MN1
NE0904205538WGMN1,WG,ABP,Alachlor ethanesulfonic acid (ESA),A,190,12.5,T,LU,,,,O,999,52,,NE,9,4,20,5538,WG,MN1
NE0904205538WGMN1,WG,305,Atrazine,R,92.3,10,T,M,,,,O,999,7,,NE,9,4,20,5538,WG,MN1
NE0904205539WGMN1,WG,ACH,Metolachlor oxanilic acid (OA),A,12.7,3,T,LU,,,,O,999,52,,NE,9,4,20,5539,WG,MN1
NE0904205539WGMN1,WG,AED,Hydroxy atrazine,R,11.1,2,T,LU,,,,O,999,52,,NE,9,4,20,5539,WG,MN1
NE0904205539WGMN1,WG,ACG,Metolachlor ethanesulfonic acid (ESA),A,1460,3,T,LU,,,,O,999,52,,NE,9,4,20,5539,WG,MN1
