Sample ID,Commod,Pesticide Code,Pesticide Name,Test Class,Concentration,LOD,pp_,Confirm 1,Confirm 2,Annotate,Quantitate,Mean,Extract,Determ,EPA Tolerance (ppm),State,,,,,,,
KS0905195003WRMT1,WR,ABQ,Alachlor oxanilic acid (OA),A,10,0.61,T,LU,,,,O,811,52,,KS,9,5,19,50,3,WR,MT1
KS0905195003WRMT1,WR,ABP,Alachlor ethanesulfonic acid (ESA),A,9.8,1.7,T,LU,,,,O,811,52,,KS,9,5,19,50,3,WR,MT1
KS0905195003WRMT1,WR,333,Propazine,R,5.5,3.3,T,LU,,Q,,O,811,52,,KS,9,5,19,50,3,WR,MT1
KS0905195003WRMT1,WR,731,Triclopyr,G,2.7,1.6,T,LU,,Q,,O,811,52,,KS,9,5,19,50,3,WR,MT1
KS0905195003WRMT1,WR,942,Prometon,R,1.8,0.17,T,LU,,,,O,811,52,,KS,9,5,19,50,3,WR,MT1
KS0905195003WRMT1,WR,149,Simazine,R,1.18,0.71,T,LU,,Q,,O,811,52,,KS,9,5,19,50,3,WR,MT1
KS0905195003WRMT1,WR,305,Atrazine,R,470,0.66,T,LU,,,,O,811,52,,KS,9,5,19,50,3,WR,MT1
KS0905195003WRMT1,WR,964,Desethyl atrazine,R,280,0.43,T,LU,,,,O,811,52,,KS,9,5,19,50,3,WR,MT1
KS0905195003WRMT1,WR,26,"2,4-D",G,160,0.65,T,LU,,,,O,811,52,,KS,9,5,19,50,3,WR,MT1
KS0905195003WRMT1,WR,AED,Hydroxy atrazine,R,110,1.2,T,LU,,,,O,811,52,,KS,9,5,19,50,3,WR,MT1
KS0905195003WRMT1,WR,785,Desisopropyl atrazine,R,57,3.1,T,LU,,,,O,811,52,,KS,9,5,19,50,3,WR,MT1
KS0905195003WRMT1,WR,283,Metolachlor,A,32,1.5,T,M,,,,O,812,7,,KS,9,5,19,50,3,WR,MT1
KS0905195003WRMT1,WR,ABO,Acetochlor oxanilic acid (OA),A,29,1.4,T,LU,,,,O,811,52,,KS,9,5,19,50,3,WR,MT1
KS0906095003WRMT1,WR,149,Simazine,R,2.8,0.71,T,LU,,,,O,811,52,,KS,9,6,9,50,3,WR,MT1
KS0906095003WRMT1,WR,942,Prometon,R,1.9,0.17,T,LU,,,,O,811,52,,KS,9,6,9,50,3,WR,MT1
KS0906095003WRMT1,WR,780,Tebuthiuron,F,0.35,0.21,T,LU,,Q,,O,811,52,,KS,9,6,9,50,3,WR,MT1
KS0906095003WRMT1,WR,305,Atrazine,R,650,0.66,T,LU,,,,O,811,52,,KS,9,6,9,50,3,WR,MT1
KS0906095003WRMT1,WR,964,Desethyl atrazine,R,330,0.43,T,LU,,,,O,811,52,,KS,9,6,9,50,3,WR,MT1
KS0906095003WRMT1,WR,26,"2,4-D",G,180,0.65,T,LU,,,,O,811,52,,KS,9,6,9,50,3,WR,MT1
KS0906095003WRMT1,WR,785,Desisopropyl atrazine,R,100,3.1,T,LU,,,,O,811,52,,KS,9,6,9,50,3,WR,MT1
KS0906095003WRMT1,WR,731,Triclopyr,G,76,1.6,T,LU,,,,O,811,52,,KS,9,6,9,50,3,WR,MT1
KS0906095003WRMT1,WR,AED,Hydroxy atrazine,R,56,1.2,T,LU,,,,O,811,52,,KS,9,6,9,50,3,WR,MT1
KS0906095003WRMT1,WR,283,Metolachlor,A,47,1.5,T,M,,,,O,812,7,,KS,9,6,9,50,3,WR,MT1
KS0906095003WRMT1,WR,329,Picloram,G,37,22,T,LU,,Q,,O,811,52,,KS,9,6,9,50,3,WR,MT1
KS0906095003WRMT1,WR,807,Acetochlor,A,15.3,9.2,T,M,,Q,,O,812,7,,KS,9,6,9,50,3,WR,MT1
KS0906095003WRMT1,WR,ABO,Acetochlor oxanilic acid (OA),A,12,1.4,T,LU,,,,O,811,52,,KS,9,6,9,50,3,WR,MT1
KS0906095003WRMT1,WR,ACG,Metolachlor ethanesulfonic acid (ESA),A,11,0.36,T,LU,,,,O,811,52,,KS,9,6,9,50,3,WR,MT1
KS0906095003WRMT1,WR,ABN,Acetochlor ethanesulfonic acid (ESA),A,9.2,1.6,T,LU,,,,O,811,52,,KS,9,6,9,50,3,WR,MT1
KS0906095003WRMT1,WR,333,Propazine,R,5.5,3.3,T,LU,,Q,,O,811,52,,KS,9,6,9,50,3,WR,MT1
KS0906095003WRMT1,WR,ACH,Metolachlor oxanilic acid (OA),A,5.3,3.2,T,LU,,Q,,O,811,52,,KS,9,6,9,50,3,WR,MT1
KS0906095003WRMT1,WR,ABQ,Alachlor oxanilic acid (OA),A,3,0.61,T,LU,,,,O,811,52,,KS,9,6,9,50,3,WR,MT1
KS0906235003WRMT1,WR,227,Alachlor,A,13,7.8,T,M,,Q,,O,812,7,,KS,9,6,23,50,3,WR,MT1
KS0906235003WRMT1,WR,333,Propazine,R,5.5,3.3,T,LU,,Q,,O,811,52,,KS,9,6,23,50,3,WR,MT1
KS0906235003WRMT1,WR,149,Simazine,R,1.18,0.71,T,LU,,Q,,O,811,52,,KS,9,6,23,50,3,WR,MT1
KS0906235003WRMT1,WR,305,Atrazine,R,500,0.66,T,LU,,,,O,811,52,,KS,9,6,23,50,3,WR,MT1
KS0906235003WRMT1,WR,964,Desethyl atrazine,R,240,0.43,T,LU,,,,O,811,52,,KS,9,6,23,50,3,WR,MT1
KS0906235003WRMT1,WR,AED,Hydroxy atrazine,R,140,1.2,T,LU,,,,O,811,52,,KS,9,6,23,50,3,WR,MT1
KS0906235003WRMT1,WR,26,"2,4-D",G,99,0.65,T,LU,,,,O,811,52,,KS,9,6,23,50,3,WR,MT1
KS0906235003WRMT1,WR,ACG,Metolachlor ethanesulfonic acid (ESA),A,83,0.36,T,LU,,,,O,811,52,,KS,9,6,23,50,3,WR,MT1
KS0906235003WRMT1,WR,ACH,Metolachlor oxanilic acid (OA),A,75,3.2,T,LU,,,,O,811,52,,KS,9,6,23,50,3,WR,MT1
KS0906235003WRMT1,WR,785,Desisopropyl atrazine,R,69,3.1,T,LU,,,,O,811,52,,KS,9,6,23,50,3,WR,MT1
KS0906235003WRMT1,WR,ABP,Alachlor ethanesulfonic acid (ESA),A,66,1.7,T,LU,,,,O,811,52,,KS,9,6,23,50,3,WR,MT1
KS0906235003WRMT1,WR,ABQ,Alachlor oxanilic acid (OA),A,61,0.61,T,LU,,,,O,811,52,,KS,9,6,23,50,3,WR,MT1
KS0906235003WRMT1,WR,283,Metolachlor,A,61,1.5,T,M,,,,O,812,7,,KS,9,6,23,50,3,WR,MT1
KS0906235003WRMT1,WR,731,Triclopyr,G,54,1.6,T,LU,,,,O,811,52,,KS,9,6,23,50,3,WR,MT1
KS0906235003WRMT1,WR,329,Picloram,G,37,22,T,LU,,Q,,O,811,52,,KS,9,6,23,50,3,WR,MT1
KS0906235003WRMT1,WR,ABO,Acetochlor oxanilic acid (OA),A,27,1.4,T,LU,,,,O,811,52,,KS,9,6,23,50,3,WR,MT1
KS0906235003WRMT1,WR,ABN,Acetochlor ethanesulfonic acid (ESA),A,19,1.6,T,LU,,,,O,811,52,,KS,9,6,23,50,3,WR,MT1
KS0907065003WRMT1,WR,964,Desethyl atrazine,R,210,0.43,T,LU,,,,O,811,52,,KS,9,7,6,50,3,WR,MT1
KS0907065003WRMT1,WR,AED,Hydroxy atrazine,R,140,1.2,T,LU,,,,O,811,52,,KS,9,7,6,50,3,WR,MT1
KS0907065003WRMT1,WR,942,Prometon,R,1.3,0.17,T,LU,,,,O,811,52,,KS,9,7,6,50,3,WR,MT1
KS0907065003WRMT1,WR,780,Tebuthiuron,F,0.35,0.21,T,LU,,Q,,O,811,52,,KS,9,7,6,50,3,WR,MT1
KS0907065003WRMT1,WR,785,Desisopropyl atrazine,R,43,3.1,T,LU,,,,O,811,52,,KS,9,7,6,50,3,WR,MT1
KS0907065003WRMT1,WR,ABO,Acetochlor oxanilic acid (OA),A,33,1.4,T,LU,,,,O,811,52,,KS,9,7,6,50,3,WR,MT1
KS0907065003WRMT1,WR,ACG,Metolachlor ethanesulfonic acid (ESA),A,32,0.36,T,LU,,,,O,811,52,,KS,9,7,6,50,3,WR,MT1
KS0907065003WRMT1,WR,ACH,Metolachlor oxanilic acid (OA),A,27,3.2,T,LU,,,,O,811,52,,KS,9,7,6,50,3,WR,MT1
KS0907065003WRMT1,WR,283,Metolachlor,A,22,1.5,T,M,,,,O,812,7,,KS,9,7,6,50,3,WR,MT1
KS0907065003WRMT1,WR,ABN,Acetochlor ethanesulfonic acid (ESA),A,21,1.6,T,LU,,,,O,811,52,,KS,9,7,6,50,3,WR,MT1
KS0907065003WRMT1,WR,ABQ,Alachlor oxanilic acid (OA),A,15,0.61,T,LU,,,,O,811,52,,KS,9,7,6,50,3,WR,MT1
KS0907065003WRMT1,WR,ABP,Alachlor ethanesulfonic acid (ESA),A,14,1.7,T,LU,,,,O,811,52,,KS,9,7,6,50,3,WR,MT1
KS0907065003WRMT1,WR,26,"2,4-D",G,14,0.65,T,LU,,,,O,811,52,,KS,9,7,6,50,3,WR,MT1
KS0907065003WRMT1,WR,731,Triclopyr,G,9.4,1.6,T,LU,,,,O,811,52,,KS,9,7,6,50,3,WR,MT1
KS0907065003WRMT1,WR,333,Propazine,R,5.5,3.3,T,LU,,Q,,O,811,52,,KS,9,7,6,50,3,WR,MT1
KS0907205003WRMT1,WR,942,Prometon,R,2.6,0.17,T,LU,,,,O,811,52,,KS,9,7,20,50,3,WR,MT1
KS0907205003WRMT1,WR,ACB,Imazapyr,J,2,1,T,LU,,Q,,O,811,52,,KS,9,7,20,50,3,WR,MT1
KS0907205003WRMT1,WR,780,Tebuthiuron,F,0.35,0.21,T,LU,,Q,,O,811,52,,KS,9,7,20,50,3,WR,MT1
KS0907205003WRMT1,WR,305,Atrazine,R,130,0.66,T,LU,,,,O,811,52,,KS,9,7,20,50,3,WR,MT1
KS0907205003WRMT1,WR,AED,Hydroxy atrazine,R,64,1.2,T,LU,,,,O,811,52,,KS,9,7,20,50,3,WR,MT1
KS0907205003WRMT1,WR,964,Desethyl atrazine,R,61,0.43,T,LU,,,,O,811,52,,KS,9,7,20,50,3,WR,MT1
KS0907205003WRMT1,WR,ABQ,Alachlor oxanilic acid (OA),A,39,0.61,T,LU,,,,O,811,52,,KS,9,7,20,50,3,WR,MT1
KS0907205003WRMT1,WR,ABP,Alachlor ethanesulfonic acid (ESA),A,33,1.7,T,LU,,,,O,811,52,,KS,9,7,20,50,3,WR,MT1
KS0907205003WRMT1,WR,26,"2,4-D",G,24,0.65,T,LU,,,,O,811,52,,KS,9,7,20,50,3,WR,MT1
KS0907205003WRMT1,WR,731,Triclopyr,G,23,1.6,T,LU,,,,O,811,52,,KS,9,7,20,50,3,WR,MT1
KS0907205003WRMT1,WR,ACG,Metolachlor ethanesulfonic acid (ESA),A,20,0.36,T,LU,,,,O,811,52,,KS,9,7,20,50,3,WR,MT1
KS0907205003WRMT1,WR,785,Desisopropyl atrazine,R,15,3.1,T,LU,,,,O,811,52,,KS,9,7,20,50,3,WR,MT1
KS0907205003WRMT1,WR,227,Alachlor,A,13,7.8,T,M,,Q,,O,812,7,,KS,9,7,20,50,3,WR,MT1
KS0907205003WRMT1,WR,ACH,Metolachlor oxanilic acid (OA),A,12,3.2,T,LU,,,,O,811,52,,KS,9,7,20,50,3,WR,MT1
KS0907205003WRMT1,WR,283,Metolachlor,A,12,1.5,T,M,,,,O,812,7,,KS,9,7,20,50,3,WR,MT1
KS0907205003WRMT1,WR,ABO,Acetochlor oxanilic acid (OA),A,8.8,1.4,T,LU,,,,O,811,52,,KS,9,7,20,50,3,WR,MT1
KS0908035003WRMT1,WR,731,Triclopyr,G,13,1.6,T,LU,,,,O,811,52,,KS,9,8,3,50,3,WR,MT1
KS0908035003WRMT1,WR,333,Propazine,R,5.5,3.3,T,LU,,Q,,O,811,52,,KS,9,8,3,50,3,WR,MT1
KS0908035003WRMT1,WR,942,Prometon,R,1.2,0.17,T,LU,,,,O,811,52,,KS,9,8,3,50,3,WR,MT1
KS0908035003WRMT1,WR,149,Simazine,R,1.18,0.71,T,LU,,Q,,O,811,52,,KS,9,8,3,50,3,WR,MT1
KS0908035003WRMT1,WR,305,Atrazine,R,400,0.66,T,LU,,,,O,811,52,,KS,9,8,3,50,3,WR,MT1
KS0908035003WRMT1,WR,964,Desethyl atrazine,R,230,0.43,T,LU,,,,O,811,52,,KS,9,8,3,50,3,WR,MT1
KS0908035003WRMT1,WR,AED,Hydroxy atrazine,R,150,1.2,T,LU,,,,O,811,52,,KS,9,8,3,50,3,WR,MT1
KS0908035003WRMT1,WR,ABO,Acetochlor oxanilic acid (OA),A,59,1.4,T,LU,,,,O,811,52,,KS,9,8,3,50,3,WR,MT1
KS0908035003WRMT1,WR,26,"2,4-D",G,54,0.65,T,LU,,,,O,811,52,,KS,9,8,3,50,3,WR,MT1
KS0908035003WRMT1,WR,785,Desisopropyl atrazine,R,51,3.1,T,LU,,,,O,811,52,,KS,9,8,3,50,3,WR,MT1
KS0908035003WRMT1,WR,ACG,Metolachlor ethanesulfonic acid (ESA),A,46,0.36,T,LU,,,,O,811,52,,KS,9,8,3,50,3,WR,MT1
KS0908035003WRMT1,WR,ACH,Metolachlor oxanilic acid (OA),A,41,3.2,T,LU,,,,O,811,52,,KS,9,8,3,50,3,WR,MT1
KS0908035003WRMT1,WR,283,Metolachlor,A,36,1.5,T,M,,,,O,812,7,,KS,9,8,3,50,3,WR,MT1
KS0908035003WRMT1,WR,ABN,Acetochlor ethanesulfonic acid (ESA),A,34,1.6,T,LU,,,,O,811,52,,KS,9,8,3,50,3,WR,MT1
KS0908035003WRMT1,WR,ABQ,Alachlor oxanilic acid (OA),A,15,0.61,T,LU,,,,O,811,52,,KS,9,8,3,50,3,WR,MT1
KS0908175003WRMT1,WR,ABP,Alachlor ethanesulfonic acid (ESA),A,2.8,1.7,T,LU,,Q,,O,811,52,,KS,9,8,17,50,3,WR,MT1
KS0908175003WRMT1,WR,283,Metolachlor,A,2.5,1.5,T,M,,Q,,O,812,7,,KS,9,8,17,50,3,WR,MT1
KS0908175003WRMT1,WR,305,Atrazine,R,61,0.66,T,LU,,,,O,811,52,,KS,9,8,17,50,3,WR,MT1
KS0908175003WRMT1,WR,AED,Hydroxy atrazine,R,51,1.2,T,LU,,,,O,811,52,,KS,9,8,17,50,3,WR,MT1
KS0908175003WRMT1,WR,964,Desethyl atrazine,R,44,0.43,T,LU,,,,O,811,52,,KS,9,8,17,50,3,WR,MT1
KS0908175003WRMT1,WR,26,"2,4-D",G,41,0.65,T,LU,,,,O,811,52,,KS,9,8,17,50,3,WR,MT1
KS0908175003WRMT1,WR,731,Triclopyr,G,27,1.6,T,LU,,,,O,811,52,,KS,9,8,17,50,3,WR,MT1
KS0908175003WRMT1,WR,ACG,Metolachlor ethanesulfonic acid (ESA),A,14,0.36,T,LU,,,,O,811,52,,KS,9,8,17,50,3,WR,MT1
KS0908175003WRMT1,WR,785,Desisopropyl atrazine,R,13,3.1,T,LU,,,,O,811,52,,KS,9,8,17,50,3,WR,MT1
KS0908175003WRMT1,WR,ACH,Metolachlor oxanilic acid (OA),A,11,3.2,T,LU,,,,O,811,52,,KS,9,8,17,50,3,WR,MT1
KS0908175003WRMT1,WR,ABO,Acetochlor oxanilic acid (OA),A,9.1,1.4,T,LU,,,,O,811,52,,KS,9,8,17,50,3,WR,MT1
KS0908175003WRMT1,WR,ABN,Acetochlor ethanesulfonic acid (ESA),A,6.1,1.6,T,LU,,,,O,811,52,,KS,9,8,17,50,3,WR,MT1
KS0908315003WRMT1,WR,ACH,Metolachlor oxanilic acid (OA),A,5.3,3.2,T,LU,,Q,,O,811,52,,KS,9,8,31,50,3,WR,MT1
KS0908315003WRMT1,WR,283,Metolachlor,A,5.1,1.5,T,M,,,,O,812,7,,KS,9,8,31,50,3,WR,MT1
KS0908315003WRMT1,WR,ABQ,Alachlor oxanilic acid (OA),A,3.6,0.61,T,LU,,,,O,811,52,,KS,9,8,31,50,3,WR,MT1
KS0908315003WRMT1,WR,ABP,Alachlor ethanesulfonic acid (ESA),A,2.8,1.7,T,LU,,Q,,O,811,52,,KS,9,8,31,50,3,WR,MT1
KS0908315003WRMT1,WR,942,Prometon,R,0.9,0.17,T,LU,,,,O,811,52,,KS,9,8,31,50,3,WR,MT1
KS0908315003WRMT1,WR,305,Atrazine,R,60,0.66,T,LU,,,,O,811,52,,KS,9,8,31,50,3,WR,MT1
KS0908315003WRMT1,WR,AED,Hydroxy atrazine,R,58,1.2,T,LU,,,,O,811,52,,KS,9,8,31,50,3,WR,MT1
KS0908315003WRMT1,WR,964,Desethyl atrazine,R,47,0.43,T,LU,,,,O,811,52,,KS,9,8,31,50,3,WR,MT1
KS0908315003WRMT1,WR,26,"2,4-D",G,24,0.65,T,LU,,,,O,811,52,,KS,9,8,31,50,3,WR,MT1
KS0908315003WRMT1,WR,785,Desisopropyl atrazine,R,14,3.1,T,LU,,,,O,811,52,,KS,9,8,31,50,3,WR,MT1
KS0908315003WRMT1,WR,731,Triclopyr,G,14,1.6,T,LU,,,,O,811,52,,KS,9,8,31,50,3,WR,MT1
KS0908315003WRMT1,WR,ACG,Metolachlor ethanesulfonic acid (ESA),A,11,0.36,T,LU,,,,O,811,52,,KS,9,8,31,50,3,WR,MT1
KS0908315003WRMT1,WR,ABO,Acetochlor oxanilic acid (OA),A,8.4,1.4,T,LU,,,,O,811,52,,KS,9,8,31,50,3,WR,MT1
KS0909215003WRMT1,WR,ABO,Acetochlor oxanilic acid (OA),A,71,1.4,T,LU,,,,O,811,52,,KS,9,9,21,50,3,WR,MT1
KS0909215003WRMT1,WR,ACG,Metolachlor ethanesulfonic acid (ESA),A,53,0.36,T,LU,,,,O,811,52,,KS,9,9,21,50,3,WR,MT1
KS0909215003WRMT1,WR,ACH,Metolachlor oxanilic acid (OA),A,44,3.2,T,LU,,,,O,811,52,,KS,9,9,21,50,3,WR,MT1
KS0909215003WRMT1,WR,ABN,Acetochlor ethanesulfonic acid (ESA),A,41,1.6,T,LU,,,,O,811,52,,KS,9,9,21,50,3,WR,MT1
KS0909215003WRMT1,WR,785,Desisopropyl atrazine,R,40,3.1,T,LU,,,,O,811,52,,KS,9,9,21,50,3,WR,MT1
KS0909215003WRMT1,WR,ABQ,Alachlor oxanilic acid (OA),A,24,0.61,T,LU,,,,O,811,52,,KS,9,9,21,50,3,WR,MT1
KS0909215003WRMT1,WR,283,Metolachlor,A,22,1.5,T,M,,,,O,812,7,,KS,9,9,21,50,3,WR,MT1
KS0909215003WRMT1,WR,26,"2,4-D",G,12,0.65,T,LU,,,,O,811,52,,KS,9,9,21,50,3,WR,MT1
KS0909215003WRMT1,WR,ABP,Alachlor ethanesulfonic acid (ESA),A,11,1.7,T,LU,,,,O,811,52,,KS,9,9,21,50,3,WR,MT1
KS0909215003WRMT1,WR,333,Propazine,R,5.5,3.3,T,LU,,Q,,O,811,52,,KS,9,9,21,50,3,WR,MT1
KS0909215003WRMT1,WR,731,Triclopyr,G,2.7,1.6,T,LU,,Q,,O,811,52,,KS,9,9,21,50,3,WR,MT1
KS0909215003WRMT1,WR,942,Prometon,R,1.5,0.17,T,LU,,,,O,811,52,,KS,9,9,21,50,3,WR,MT1
KS0909215003WRMT1,WR,305,Atrazine,R,360,0.66,T,LU,,,,O,811,52,,KS,9,9,21,50,3,WR,MT1
KS0909215003WRMT1,WR,964,Desethyl atrazine,R,300,0.43,T,LU,,,,O,811,52,,KS,9,9,21,50,3,WR,MT1
KS0909215003WRMT1,WR,AED,Hydroxy atrazine,R,270,1.2,T,LU,,,,O,811,52,,KS,9,9,21,50,3,WR,MT1
KS0910065003WRMT1,WR,149,Simazine,R,1.18,0.71,T,LU,,Q,,O,811,52,,KS,9,10,6,50,3,WR,MT1
KS0910065003WRMT1,WR,305,Atrazine,R,390,0.66,T,LU,,,,O,811,52,,KS,9,10,6,50,3,WR,MT1
KS0910065003WRMT1,WR,964,Desethyl atrazine,R,270,0.43,T,LU,,,,O,811,52,,KS,9,10,6,50,3,WR,MT1
KS0910065003WRMT1,WR,AED,Hydroxy atrazine,R,210,1.2,T,LU,,,,O,811,52,,KS,9,10,6,50,3,WR,MT1
KS0910065003WRMT1,WR,ABO,Acetochlor oxanilic acid (OA),A,67,1.4,T,LU,,,,O,811,52,,KS,9,10,6,50,3,WR,MT1
KS0910065003WRMT1,WR,785,Desisopropyl atrazine,R,51,3.1,T,LU,,,,O,811,52,,KS,9,10,6,50,3,WR,MT1
KS0910065003WRMT1,WR,ACH,Metolachlor oxanilic acid (OA),A,49,3.2,T,LU,,,,O,811,52,,KS,9,10,6,50,3,WR,MT1
KS0910065003WRMT1,WR,ACG,Metolachlor ethanesulfonic acid (ESA),A,47,0.36,T,LU,,,,O,811,52,,KS,9,10,6,50,3,WR,MT1
KS0910065003WRMT1,WR,ABN,Acetochlor ethanesulfonic acid (ESA),A,45,1.6,T,LU,,,,O,811,52,,KS,9,10,6,50,3,WR,MT1
KS0910065003WRMT1,WR,ABQ,Alachlor oxanilic acid (OA),A,24,0.61,T,LU,,,,O,811,52,,KS,9,10,6,50,3,WR,MT1
KS0910065003WRMT1,WR,283,Metolachlor,A,21,1.5,T,M,,,,O,812,7,,KS,9,10,6,50,3,WR,MT1
KS0910065003WRMT1,WR,ABP,Alachlor ethanesulfonic acid (ESA),A,16,1.7,T,LU,,,,O,811,52,,KS,9,10,6,50,3,WR,MT1
KS0910065003WRMT1,WR,26,"2,4-D",G,14,0.65,T,LU,,,,O,811,52,,KS,9,10,6,50,3,WR,MT1
KS0910065003WRMT1,WR,333,Propazine,R,5.5,3.3,T,LU,,Q,,O,811,52,,KS,9,10,6,50,3,WR,MT1
KS0910065003WRMT1,WR,731,Triclopyr,G,2.7,1.6,T,LU,,Q,,O,811,52,,KS,9,10,6,50,3,WR,MT1
KS0910195003WRMT1,WR,731,Triclopyr,G,2.7,1.6,T,LU,,Q,,O,811,52,,KS,9,10,19,50,3,WR,MT1
KS0910195003WRMT1,WR,26,"2,4-D",G,2.4,0.65,T,LU,,,,O,811,52,,KS,9,10,19,50,3,WR,MT1
KS0910195003WRMT1,WR,942,Prometon,R,0.81,0.17,T,LU,,,,O,811,52,,KS,9,10,19,50,3,WR,MT1
KS0910195003WRMT1,WR,305,Atrazine,R,130,0.66,T,LU,,,,O,811,52,,KS,9,10,19,50,3,WR,MT1
KS0910195003WRMT1,WR,964,Desethyl atrazine,R,95,0.43,T,LU,,,,O,811,52,,KS,9,10,19,50,3,WR,MT1
KS0910195003WRMT1,WR,AED,Hydroxy atrazine,R,74,1.2,T,LU,,,,O,811,52,,KS,9,10,19,50,3,WR,MT1
KS0910195003WRMT1,WR,ABO,Acetochlor oxanilic acid (OA),A,20,1.4,T,LU,,,,O,811,52,,KS,9,10,19,50,3,WR,MT1
KS0910195003WRMT1,WR,785,Desisopropyl atrazine,R,20,3.1,T,LU,,,,O,811,52,,KS,9,10,19,50,3,WR,MT1
KS0910195003WRMT1,WR,ACG,Metolachlor ethanesulfonic acid (ESA),A,18,0.36,T,LU,,,,O,811,52,,KS,9,10,19,50,3,WR,MT1
KS0910195003WRMT1,WR,ACH,Metolachlor oxanilic acid (OA),A,13,3.2,T,LU,,,,O,811,52,,KS,9,10,19,50,3,WR,MT1
KS0910195003WRMT1,WR,ABN,Acetochlor ethanesulfonic acid (ESA),A,11,1.6,T,LU,,,,O,811,52,,KS,9,10,19,50,3,WR,MT1
KS0910195003WRMT1,WR,283,Metolachlor,A,7.2,1.5,T,M,,,,O,812,7,,KS,9,10,19,50,3,WR,MT1
KS0910195003WRMT1,WR,ABP,Alachlor ethanesulfonic acid (ESA),A,6.9,1.7,T,LU,,,,O,811,52,,KS,9,10,19,50,3,WR,MT1
KS0911035003WRMT1,WR,942,Prometon,R,1.2,0.17,T,LU,,,,O,811,52,,KS,9,11,3,50,3,WR,MT1
KS0911035003WRMT1,WR,305,Atrazine,R,280,0.66,T,LU,,,,O,811,52,,KS,9,11,3,50,3,WR,MT1
KS0911035003WRMT1,WR,964,Desethyl atrazine,R,160,0.43,T,LU,,,,O,811,52,,KS,9,11,3,50,3,WR,MT1
KS0911035003WRMT1,WR,AED,Hydroxy atrazine,R,120,1.2,T,LU,,,,O,811,52,,KS,9,11,3,50,3,WR,MT1
KS0911035003WRMT1,WR,785,Desisopropyl atrazine,R,37,3.1,T,LU,,,,O,811,52,,KS,9,11,3,50,3,WR,MT1
KS0911035003WRMT1,WR,ABO,Acetochlor oxanilic acid (OA),A,35,1.4,T,LU,,,,O,811,52,,KS,9,11,3,50,3,WR,MT1
KS0911035003WRMT1,WR,ACG,Metolachlor ethanesulfonic acid (ESA),A,33,0.36,T,LU,,,,O,811,52,,KS,9,11,3,50,3,WR,MT1
KS0911035003WRMT1,WR,ACH,Metolachlor oxanilic acid (OA),A,26,3.2,T,LU,,,,O,811,52,,KS,9,11,3,50,3,WR,MT1
KS0911035003WRMT1,WR,ABN,Acetochlor ethanesulfonic acid (ESA),A,24,1.6,T,LU,,,,O,811,52,,KS,9,11,3,50,3,WR,MT1
KS0911035003WRMT1,WR,283,Metolachlor,A,14,1.5,T,M,,,,O,812,7,,KS,9,11,3,50,3,WR,MT1
KS0911035003WRMT1,WR,26,"2,4-D",G,14,0.65,T,LU,,,,O,811,52,,KS,9,11,3,50,3,WR,MT1
KS0911035003WRMT1,WR,ABQ,Alachlor oxanilic acid (OA),A,10,0.61,T,LU,,,,O,811,52,,KS,9,11,3,50,3,WR,MT1
KS0911035003WRMT1,WR,ABP,Alachlor ethanesulfonic acid (ESA),A,9.8,1.7,T,LU,,,,O,811,52,,KS,9,11,3,50,3,WR,MT1
KS0911035003WRMT1,WR,731,Triclopyr,G,7.1,1.6,T,LU,,,,O,811,52,,KS,9,11,3,50,3,WR,MT1
KS0911165003WRMT1,WR,ACI,Metsulfuron methyl,K,2.5,1.5,T,LU,,Q,,O,811,52,,KS,9,11,16,50,3,WR,MT1
KS0911165003WRMT1,WR,ABO,Acetochlor oxanilic acid (OA),A,2.3,1.4,T,LU,,Q,,O,811,52,,KS,9,11,16,50,3,WR,MT1
KS0911165003WRMT1,WR,ABQ,Alachlor oxanilic acid (OA),A,1.02,0.61,T,LU,,Q,,O,811,52,,KS,9,11,16,50,3,WR,MT1
KS0911165003WRMT1,WR,942,Prometon,R,0.28,0.17,T,LU,,Q,,O,811,52,,KS,9,11,16,50,3,WR,MT1
KS0911165003WRMT1,WR,305,Atrazine,R,42,0.66,T,LU,,,,O,811,52,,KS,9,11,16,50,3,WR,MT1
KS0911165003WRMT1,WR,964,Desethyl atrazine,R,20,0.43,T,LU,,,,O,811,52,,KS,9,11,16,50,3,WR,MT1
KS0911165003WRMT1,WR,AED,Hydroxy atrazine,R,18,1.2,T,LU,,,,O,811,52,,KS,9,11,16,50,3,WR,MT1
KS0911165003WRMT1,WR,26,"2,4-D",G,12,0.65,T,LU,,,,O,811,52,,KS,9,11,16,50,3,WR,MT1
KS0911165003WRMT1,WR,731,Triclopyr,G,9.9,1.6,T,LU,,,,O,811,52,,KS,9,11,16,50,3,WR,MT1
KS0911165003WRMT1,WR,ACH,Metolachlor oxanilic acid (OA),A,5.3,3.2,T,LU,,Q,,O,811,52,,KS,9,11,16,50,3,WR,MT1
KS0911165003WRMT1,WR,785,Desisopropyl atrazine,R,5.2,3.1,T,LU,,Q,,O,811,52,,KS,9,11,16,50,3,WR,MT1
KS0911165003WRMT1,WR,ACG,Metolachlor ethanesulfonic acid (ESA),A,4.9,0.36,T,LU,,,,O,811,52,,KS,9,11,16,50,3,WR,MT1
KS0911305003WRMT1,WR,ABP,Alachlor ethanesulfonic acid (ESA),A,9.8,1.7,T,LU,,,,O,811,52,,KS,9,11,30,50,3,WR,MT1
